"Embassy","Year","Month","Full MRN of last cable of that month","Day of last cable","MRN number","Days into the year","Per day that year","Actual number of cables that month","Trafficking cables this year"
"Colombo",1999,11,"99COLOMBO2899",30,2899,334,8.679640719,1,
"Colombo",2000,5,"00COLOMBO968",8,968,128,7.5625,1,0
"Colombo",2001,4,"01COLOMBO579",3,579,93,6.225806452,1,0
"Colombo",2001,12,"01COLOMBO2233",12,2233,346,6.453757225,1,
"Colombo",2002,6,"02COLOMBO1619",2,1619,153,10.58169935,1,4
"Colombo",2002,8,"02COLOMBO1599",30,1599,242,6.607438017,18,
"Colombo",2002,9,"02COLOMBO1790",26,1790,269,6.654275093,30,
"Colombo",2002,10,"02COLOMBO2046",31,2046,304,6.730263158,39,
"Colombo",2002,11,"02COLOMBO2206",29,2206,333,6.624624625,45,
"Colombo",2002,12,"02COLOMBO2355",30,2355,364,6.46978022,19,
"Colombo",2003,1,"03COLOMBO184",31,184,31,5.935483871,44,12
"Colombo",2003,2,"03COLOMBO342",28,342,59,5.796610169,37,
"Colombo",2003,3,"03COLOMBO543",31,543,90,6.033333333,57,
"Colombo",2003,4,"03COLOMBO738",30,738,120,6.15,62,
"Colombo",2003,5,"03COLOMBO924",30,924,150,6.16,47,
"Colombo",2003,6,"03COLOMBO1121",26,1121,177,6.333333333,57,
"Colombo",2003,7,"03COLOMBO1339",31,1339,212,6.316037736,42,
"Colombo",2003,8,"03COLOMBO1545",31,1545,243,6.358024691,36,
"Colombo",2003,9,"03COLOMBO1694",30,1694,273,6.205128205,55,
"Colombo",2003,10,"03COLOMBO1878",31,1878,304,6.177631579,51,
"Colombo",2003,11,"03COLOMBO2041",28,2041,332,6.147590361,60,
"Colombo",2003,12,"03COLOMBO2201",31,2201,365,6.030136986,12,
"Colombo",2004,1,"04COLOMBO181",30,181,30,6.033333333,54,13
"Colombo",2004,2,"04COLOMBO332",27,332,58,5.724137931,35,
"Colombo",2004,3,"04COLOMBO568",31,568,90,6.311111111,46,
"Colombo",2004,4,"04COLOMBO714",30,714,120,5.95,34,
"Colombo",2004,5,"04COLOMBO897",28,897,148,6.060810811,50,
"Colombo",2004,6,"04COLOMBO1102",30,1102,181,6.08839779,35,
"Colombo",2004,7,"04COLOMBO1272",30,1272,211,6.028436019,41,
"Colombo",2004,8,"04COLOMBO1438",30,1438,242,5.94214876,32,
"Colombo",2004,9,"04COLOMBO1643",30,1643,273,6.018315018,39,
"Colombo",2004,10,"04COLOMBO1779",29,1779,302,5.890728477,24,
"Colombo",2004,11,"04COLOMBO1924",30,1924,334,5.760479042,33,
"Colombo",2004,12,"04COLOMBO2078",31,2078,365,5.693150685,37,
"Colombo",2005,1,"05COLOMBO244",31,244,31,7.870967742,37,17
"Colombo",2005,2,"05COLOMBO438",28,438,59,7.423728814,39,
"Colombo",2005,3,"05COLOMBO639",31,639,90,7.1,39,
"Colombo",2005,4,"05COLOMBO813",29,813,119,6.831932773,35,
"Colombo",2005,5,"05COLOMBO971",31,971,151,6.430463576,40,
"Colombo",2005,6,"05COLOMBO1151",30,1151,181,6.359116022,41,
"Colombo",2005,7,"05COLOMBO1318",28,1318,209,6.306220096,34,
"Colombo",2005,8,"05COLOMBO1530",31,1530,243,6.296296296,41,
"Colombo",2005,9,"05COLOMBO1730",30,1730,273,6.336996337,31,
"Colombo",2005,10,"05COLOMBO1879",31,1879,304,6.180921053,34,
"Colombo",2005,11,"05COLOMBO2017",29,2017,333,6.057057057,39,
"Colombo",2005,12,"05COLOMBO2179",30,2179,364,5.986263736,40,
"Colombo",2006,1,"06COLOMBO172",31,172,31,5.548387097,33,4
"Colombo",2006,2,"06COLOMBO321",28,321,59,5.440677966,34,
"Colombo",2006,3,"06COLOMBO508",30,508,89,5.707865169,27,
"Colombo",2006,4,"06COLOMBO697",27,697,117,5.957264957,40,
"Colombo",2006,5,"06COLOMBO906",31,906,151,6,29,
"Colombo",2006,6,"06COLOMBO1077",30,1077,181,5.950276243,35,
"Colombo",2006,7,"06COLOMBO1246",31,1246,212,5.877358491,22,
"Colombo",2006,8,"06COLOMBO1433",31,1433,243,5.897119342,23,
"Colombo",2006,9,"06COLOMBO1601",29,1601,272,5.886029412,41,
"Colombo",2006,10,"06COLOMBO1804",31,1804,304,5.934210526,48,
"Colombo",2006,11,"06COLOMBO1995",29,1995,333,5.990990991,66,
"Colombo",2006,12,"06COLOMBO2142",29,2142,363,5.900826446,58,
"Colombo",2007,1,"07COLOMBO189",31,189,31,6.096774194,56,13
"Colombo",2007,2,"07COLOMBO338",28,338,59,5.728813559,45,
"Colombo",2007,3,"07COLOMBO515",30,515,89,5.786516854,53,
"Colombo",2007,4,"07COLOMBO637",30,637,120,5.308333333,38,
"Colombo",2007,5,"07COLOMBO779",30,779,150,5.193333333,38,
"Colombo",2007,6,"07COLOMBO927",29,927,180,5.15,45,
"Colombo",2007,7,"07COLOMBO1058",31,1058,212,4.990566038,37,
"Colombo",2007,8,"07COLOMBO1196",31,1196,243,4.9218107,26,
"Colombo",2007,9,"07COLOMBO1329",27,1329,270,4.922222222,28,
"Colombo",2007,10,"07COLOMBO1484",31,1484,304,4.881578947,35,
"Colombo",2007,11,"07COLOMBO1604",29,1604,333,4.816816817,30,
"Colombo",2007,12,"07COLOMBO1708",31,1708,365,4.679452055,20,
"Colombo",2008,1,"08COLOMBO120",31,120,31,3.870967742,33,15
"Colombo",2008,2,"08COLOMBO216",29,216,60,3.6,30,
"Colombo",2008,3,"08COLOMBO328",31,328,90,3.644444444,25,
"Colombo",2008,4,"08COLOMBO429",30,429,120,3.575,24,
"Colombo",2008,5,"08COLOMBO517",30,517,150,3.446666667,34,
"Colombo",2008,6,"08COLOMBO632",30,632,181,3.491712707,28,
"Colombo",2008,7,"08COLOMBO730",29,730,210,3.476190476,27,
"Colombo",2008,8,"08COLOMBO812",28,812,240,3.383333333,18,
"Colombo",2008,9,"08COLOMBO907",29,907,272,3.334558824,15,
"Colombo",2008,10,"08COLOMBO990",31,990,304,3.256578947,12,
"Colombo",2008,11,"08COLOMBO1082",30,1082,334,3.239520958,23,
"Colombo",2008,12,"08COLOMBO1163",31,1163,365,3.18630137,21,
"Colombo",2009,1,"09COLOMBO106",29,106,29,3.655172414,34,8
"Colombo",2009,2,"09COLOMBO229",27,229,58,3.948275862,23,
"Colombo",2009,3,"09COLOMBO370",31,370,90,4.111111111,44,
"Colombo",2009,4,"09COLOMBO479",30,479,120,3.991666667,45,
"Colombo",2009,5,"09COLOMBO573",31,573,151,3.794701987,38,
"Colombo",2009,6,"09COLOMBO653",26,653,177,3.689265537,24,
"Colombo",2009,7,"09COLOMBO753",31,753,212,3.551886792,14,
"Colombo",2009,8,"09COLOMBO855",31,855,243,3.518518519,22,
"Colombo",2009,9,"09COLOMBO919",29,919,272,3.378676471,25,
"Colombo",2009,10,"09COLOMBO1001",30,1001,303,3.303630363,44,
"Colombo",2009,11,"09COLOMBO1078",27,1078,331,3.256797583,49,
"Colombo",2009,12,"09COLOMBO1180",23,1180,357,3.305322129,38,
"Colombo",2010,1,"10COLOMBO68",29,68,29,2.344827586,43,5
"Colombo",2010,2,"10COLOMBO143",26,143,57,2.50877193,41,
"Conakry",2006,1,"06CONAKRY101",30,101,30,3.366666667,3,0
"Conakry",2006,6,"06CONAKRY775",9,775,160,4.84375,3,
"Conakry",2006,11,"06CONAKRY1743",29,1743,333,5.234234234,7,
"Conakry",2006,12,"06CONAKRY1830",20,1830,354,5.169491525,4,
"Conakry",2007,1,"07CONAKRY114",31,114,31,3.677419355,5,9
"Conakry",2007,2,"07CONAKRY246",28,246,59,4.169491525,40,
"Conakry",2007,3,"07CONAKRY370",29,370,88,4.204545455,8,
"Conakry",2007,4,"07CONAKRY468",26,468,116,4.034482759,7,
"Conakry",2007,5,"07CONAKRY536",15,536,135,3.97037037,12,
"Conakry",2007,6,"07CONAKRY736",29,736,180,4.088888889,6,
"Conakry",2007,7,"07CONAKRY851",25,851,206,4.131067961,11,
"Conakry",2007,8,"07CONAKRY992",31,992,243,4.082304527,10,
"Conakry",2007,9,"07CONAKRY1084",28,1084,271,4,19,
"Conakry",2007,10,"07CONAKRY1196",31,1196,304,3.934210526,17,
"Conakry",2007,11,"07CONAKRY1287",30,1287,334,3.853293413,26,
"Conakry",2007,12,"07CONAKRY1361",28,1361,362,3.759668508,11,
"Conakry",2008,1,"08CONAKRY81",29,81,29,2.793103448,38,17
"Conakry",2008,2,"08CONAKRY133",26,133,57,2.333333333,11,
"Conakry",2008,3,"08CONAKRY54",31,54,90,0.6,23,
"Conakry",2008,4,"08CONAKRY147",30,147,120,1.225,26,
"Conakry",2008,5,"08CONAKRY252",30,252,150,1.68,42,
"Conakry",2008,6,"08CONAKRY329",30,329,181,1.817679558,36,
"Conakry",2008,7,"08CONAKRY392",23,392,204,1.921568627,9,
"Conakry",2008,8,"08CONAKRY480",29,480,241,1.991701245,15,
"Conakry",2008,9,"08CONAKRY571",30,571,273,2.091575092,28,
"Conakry",2008,10,"08CONAKRY662",31,662,304,2.177631579,23,
"Conakry",2008,11,"08CONAKRY720",25,720,329,2.188449848,29,
"Conakry",2008,12,"08CONAKRY815",31,815,365,2.232876712,33,
"Conakry",2009,1,"09CONAKRY85",30,85,30,2.833333333,46,18
"Conakry",2009,2,"09CONAKRY131",27,131,58,2.25862069,25,
"Conakry",2009,3,"09CONAKRY197",31,197,90,2.188888889,24,
"Conakry",2009,4,"09CONAKRY240",30,240,120,2,23,
"Conakry",2009,5,"09CONAKRY300",28,300,148,2.027027027,23,
"Conakry",2009,6,"09CONAKRY382",30,382,181,2.110497238,31,
"Conakry",2009,7,"09CONAKRY442",30,442,211,2.09478673,26,
"Conakry",2009,8,"09CONAKRY519",31,519,243,2.135802469,43,
"Conakry",2009,9,"09CONAKRY605",30,605,273,2.216117216,40,
"Conakry",2009,10,"09CONAKRY688",28,688,301,2.285714286,29,
"Conakry",2009,11,"09CONAKRY742",25,742,329,2.255319149,11,
"Conakry",2009,12,"09CONAKRY808",24,808,358,2.25698324,7,
"Conakry",2010,1,"10CONAKRY72",28,72,28,2.571428571,1,1
"Conakry",2010,2,"10CONAKRY125",25,125,56,2.232142857,16,
"Copenhagen",2005,4,"05COPENHAGEN613",12,613,102,6.009803922,1,0
"Copenhagen",2006,3,"06COPENHAGEN360",21,360,80,4.5,5,0
"Copenhagen",2006,4,"06COPENHAGEN454",6,454,96,4.729166667,3,
"Copenhagen",2006,5,"06COPENHAGEN705",18,705,138,5.108695652,1,
"Copenhagen",2006,6,"06COPENHAGEN861",19,861,170,5.064705882,7,
"Copenhagen",2006,7,"06COPENHAGEN1020",31,1020,212,4.811320755,5,
"Copenhagen",2006,8,"06COPENHAGEN1135",24,1135,236,4.809322034,5,
"Copenhagen",2006,9,"06COPENHAGEN1327",29,1327,272,4.878676471,1,
"Copenhagen",2006,10,"06COPENHAGEN1414",19,1414,292,4.842465753,6,
"Copenhagen",2006,11,"06COPENHAGEN1555",22,1555,326,4.76993865,1,
"Copenhagen",2007,1,"07COPENHAGEN69",19,69,19,3.631578947,4,0
"Copenhagen",2007,2,"07COPENHAGEN167",21,167,52,3.211538462,3,
"Copenhagen",2007,3,"07COPENHAGEN283",28,283,87,3.252873563,3,
"Copenhagen",2007,4,"07COPENHAGEN383",19,383,109,3.513761468,1,
"Copenhagen",2007,5,"07COPENHAGEN419",1,419,121,3.462809917,1,
"Copenhagen",2007,7,"07COPENHAGEN748",20,748,201,3.721393035,1,
"Copenhagen",2007,10,"07COPENHAGEN998",31,998,304,3.282894737,6,
"Copenhagen",2007,11,"07COPENHAGEN1038",23,1038,327,3.174311927,4,
"Copenhagen",2007,12,"07COPENHAGEN1069",13,1069,347,3.080691643,2,
"Copenhagen",2008,1,"08COPENHAGEN38",31,38,31,1.225806452,2,0
"Copenhagen",2008,2,"08COPENHAGEN100",28,100,59,1.694915254,8,
"Copenhagen",2008,3,"08COPENHAGEN171",26,171,85,2.011764706,3,
"Copenhagen",2008,4,"08COPENHAGEN231",24,231,114,2.026315789,3,
"Copenhagen",2008,5,"08COPENHAGEN296",19,296,139,2.129496403,4,
"Copenhagen",2008,6,"08COPENHAGEN348",16,348,167,2.083832335,13,
"Copenhagen",2008,7,"08COPENHAGEN393",21,393,202,1.945544554,3,
"Copenhagen",2008,8,"08COPENHAGEN459",25,459,237,1.936708861,6,
"Copenhagen",2008,9,"08COPENHAGEN501",19,501,262,1.91221374,8,
"Copenhagen",2008,10,"08COPENHAGEN579",31,579,304,1.904605263,8,
"Copenhagen",2008,11,"08COPENHAGEN630",28,630,332,1.897590361,13,
"Copenhagen",2008,12,"08COPENHAGEN673",18,673,352,1.911931818,3,
"Copenhagen",2009,1,"09COPENHAGEN56",28,56,28,2,12,3
"Copenhagen",2009,2,"09COPENHAGEN104",27,104,58,1.793103448,5,
"Copenhagen",2009,3,"09COPENHAGEN158",31,158,90,1.755555556,11,
"Copenhagen",2009,4,"09COPENHAGEN182",16,182,106,1.716981132,5,
"Copenhagen",2009,5,"09COPENHAGEN241",26,241,146,1.650684932,9,
"Copenhagen",2009,6,"09COPENHAGEN291",26,291,177,1.644067797,7,
"Copenhagen",2009,8,"09COPENHAGEN372",28,372,240,1.55,10,
"Copenhagen",2009,9,"09COPENHAGEN427",30,427,273,1.564102564,16,
"Copenhagen",2009,10,"09COPENHAGEN487",30,487,303,1.607260726,23,
"Copenhagen",2009,11,"09COPENHAGEN540",30,540,334,1.616766467,19,
"Copenhagen",2009,12,"09COPENHAGEN577",23,577,357,1.616246499,7,
"Copenhagen",2010,1,"10COPENHAGEN57",29,57,29,1.965517241,19,1
"Copenhagen",2010,2,"10COPENHAGEN107",25,107,56,1.910714286,20,
"Cotonou",2006,6,"06COTONOU603",21,603,172,3.505813953,1,4
"Cotonou",2006,9,"06COTONOU944",28,944,271,3.483394834,7,
"Cotonou",2006,10,"06COTONOU990",12,990,285,3.473684211,2,
"Cotonou",2006,11,"06COTONOU1175",30,1175,334,3.517964072,10,
"Cotonou",2006,12,"06COTONOU1242",28,1242,362,3.430939227,15,
"Cotonou",2007,1,"07COTONOU25",12,25,12,2.083333333,2,4
"Cotonou",2007,2,"07COTONOU154",28,154,59,2.610169492,7,
"Cotonou",2007,3,"07COTONOU225",22,225,81,2.777777778,5,
"Cotonou",2007,4,"07COTONOU272",6,272,96,2.833333333,1,
"Cotonou",2007,5,"07COTONOU389",29,389,149,2.610738255,3,
"Cotonou",2007,6,"07COTONOU477",29,477,180,2.65,4,
"Cotonou",2007,7,"07COTONOU561",25,561,206,2.723300971,9,
"Cotonou",2007,8,"07COTONOU657",24,657,236,2.783898305,7,
"Cotonou",2007,9,"07COTONOU696",7,696,250,2.784,1,
"Cotonou",2007,10,"07COTONOU838",30,838,303,2.765676568,5,
"Cotonou",2007,11,"07COTONOU915",30,915,334,2.739520958,16,
"Cotonou",2007,12,"07COTONOU964",21,964,355,2.715492958,11,
"Cotonou",2008,1,"08COTONOU67",31,67,31,2.161290323,12,4
"Cotonou",2008,2,"08COTONOU124",27,124,58,2.137931034,13,
"Cotonou",2008,3,"08COTONOU162",14,162,73,2.219178082,7,
"Cotonou",2008,4,"08COTONOU256",30,256,120,2.133333333,11,
"Cotonou",2008,5,"08COTONOU317",30,317,150,2.113333333,15,
"Cotonou",2008,6,"08COTONOU369",30,369,181,2.038674033,15,
"Cotonou",2008,7,"08COTONOU456",30,456,211,2.161137441,12,
"Cotonou",2008,8,"08COTONOU497",22,497,234,2.123931624,2,
"Cotonou",2008,9,"08COTONOU622",29,622,272,2.286764706,4,
"Cotonou",2008,10,"08COTONOU688",31,688,304,2.263157895,7,
"Cotonou",2008,11,"08COTONOU750",30,750,334,2.245508982,1,
"Cotonou",2008,12,"08COTONOU810",30,810,364,2.225274725,7,
"Cotonou",2009,1,"09COTONOU21",13,21,13,1.615384615,2,8
"Cotonou",2009,2,"09COTONOU67",26,67,57,1.175438596,6,
"Cotonou",2009,3,"09COTONOU111",26,111,85,1.305882353,15,
"Cotonou",2009,4,"09COTONOU163",22,163,112,1.455357143,12,
"Cotonou",2009,5,"09COTONOU227",28,227,148,1.533783784,8,
"Cotonou",2009,6,"09COTONOU268",25,268,176,1.522727273,14,
"Cotonou",2009,7,"09COTONOU330",28,330,209,1.578947368,12,
"Cotonou",2009,8,"09COTONOU390",26,390,238,1.638655462,6,
"Cotonou",2009,9,"09COTONOU467",29,467,272,1.716911765,5,
"Cotonou",2009,10,"09COTONOU515",26,515,299,1.722408027,6,
"Cotonou",2009,11,"09COTONOU564",30,564,334,1.688622754,7,
"Cotonou",2009,12,"09COTONOU610",29,610,363,1.680440771,12,
"Cotonou",2010,1,"10COTONOU53",29,53,29,1.827586207,3,2
"Cotonou",2010,2,"10COTONOU90",16,90,47,1.914893617,7,
"Curacao",2006,1,"06CURACAO127",30,127,30,4.233333333,1,0
"Curacao",2006,4,"06CURACAO336",7,336,97,3.463917526,1,
"Curacao",2006,11,"06CURACAO1017",3,1017,307,3.312703583,1,
"Curacao",2007,1,"07CURACAO65",18,65,18,3.611111111,1,1
"Curacao",2007,4,"07CURACAO297",4,297,94,3.159574468,1,
"Curacao",2007,5,"07CURACAO456",23,456,143,3.188811189,1,
"Curacao",2007,11,"07CURACAO938",27,938,331,2.833836858,1,
"Curacao",2008,1,"08CURACAO14",29,14,29,0.482758621,1,1
"Curacao",2008,5,"08CURACAO66",14,66,134,0.492537313,1,
"Curacao",2008,6,"08CURACAO82",24,82,175,0.468571429,1,
"Curacao",2008,7,"08CURACAO91",1,91,182,0.5,1,
"Curacao",2009,2,"09CURACAO13",25,13,56,0.232142857,2,2
"Curacao",2009,4,"09CURACAO32",23,32,113,0.283185841,1,
"Curacao",2009,5,"09CURACAO40",18,40,138,0.289855072,2,
"Curacao",2009,6,"09CURACAO56",25,56,176,0.318181818,1,
"Curacao",2009,8,"09CURACAO69",28,69,240,0.2875,1,
"Curacao",2009,9,"09CURACAO70",9,70,252,0.277777778,1,
"Dakar",1996,4,"96DAKAR2654",8,2654,98,27.08163265,1,0
"Dakar",2001,9,"01DAKAR2990",7,2990,250,11.96,1,1
"Dakar",2005,12,"05DAKAR3213",29,3213,363,8.851239669,5,0
"Dakar",2006,1,"06DAKAR185",26,185,26,7.115384615,11,17
"Dakar",2006,2,"06DAKAR486",28,486,59,8.237288136,11,
"Dakar",2006,3,"06DAKAR766",29,766,88,8.704545455,23,
"Dakar",2006,4,"06DAKAR1034",28,1034,118,8.762711864,23,
"Dakar",2006,5,"06DAKAR1280",31,1280,151,8.476821192,16,
"Dakar",2006,6,"06DAKAR1554",30,1554,181,8.585635359,9,
"Dakar",2006,7,"06DAKAR1813",27,1813,208,8.716346154,18,
"Dakar",2006,8,"06DAKAR2093",31,2093,243,8.613168724,28,
"Dakar",2006,9,"06DAKAR2364",29,2364,272,8.691176471,19,
"Dakar",2006,10,"06DAKAR2614",30,2614,303,8.627062706,20,
"Dakar",2006,11,"06DAKAR2818",27,2818,331,8.513595166,11,
"Dakar",2006,12,"06DAKAR3020",27,3020,361,8.36565097,19,
"Dakar",2007,1,"07DAKAR231",26,231,26,8.884615385,13,18
"Dakar",2007,2,"07DAKAR450",28,450,59,7.627118644,23,
"Dakar",2007,3,"07DAKAR705",29,705,88,8.011363636,28,
"Dakar",2007,4,"07DAKAR952",30,952,120,7.933333333,15,
"Dakar",2007,5,"07DAKAR1173",30,1173,150,7.82,25,
"Dakar",2007,6,"07DAKAR1382",29,1382,180,7.677777778,14,
"Dakar",2007,7,"07DAKAR1591",31,1591,212,7.504716981,25,
"Dakar",2007,8,"07DAKAR1764",28,1764,240,7.35,8,
"Dakar",2007,9,"07DAKAR1934",27,1934,270,7.162962963,10,
"Dakar",2007,10,"07DAKAR2122",31,2122,304,6.980263158,14,
"Dakar",2007,11,"07DAKAR2332",29,2332,333,7.003003003,14,
"Dakar",2007,12,"08DAKAR2438",31,2438,365,6.679452055,7,
"Dakar",2008,1,"08DAKAR119",29,119,29,4.103448276,6,12
"Dakar",2008,2,"08DAKAR236",28,236,59,4,19,
"Dakar",2008,3,"08DAKAR364",26,364,85,4.282352941,4,
"Dakar",2008,4,"08DAKAR501",30,501,120,4.175,13,
"Dakar",2008,5,"08DAKAR601",23,601,143,4.202797203,10,
"Dakar",2008,6,"08DAKAR765",30,765,181,4.226519337,11,
"Dakar",2008,7,"08DAKAR866",28,866,209,4.14354067,15,
"Dakar",2008,8,"08DAKAR960",20,960,232,4.137931034,4,
"Dakar",2008,9,"08DAKAR1100",22,1100,265,4.150943396,8,
"Dakar",2008,10,"08DAKAR1246",31,1246,304,4.098684211,6,
"Dakar",2008,11,"08DAKAR1365",26,1365,330,4.136363636,13,
"Dakar",2008,12,"08DAKAR1488",31,1488,365,4.076712329,13,
"Dakar",2009,1,"09DAKAR111",27,111,27,4.111111111,11,8
"Dakar",2009,2,"09DAKAR252",27,252,58,4.344827586,12,
"Dakar",2009,3,"09DAKAR412",31,412,90,4.577777778,28,
"Dakar",2009,4,"09DAKAR540",28,540,118,4.576271186,17,
"Dakar",2009,5,"09DAKAR667",29,667,149,4.476510067,11,
"Dakar",2009,6,"09DAKAR793",23,793,174,4.557471264,10,
"Dakar",2009,7,"09DAKAR948",27,948,208,4.557692308,11,
"Dakar",2009,8,"09DAKAR1082",24,1082,236,4.584745763,8,
"Dakar",2009,9,"09DAKAR1238",30,1238,273,4.534798535,5,
"Dakar",2009,10,"09DAKAR1358",30,1358,303,4.481848185,11,
"Dakar",2009,11,"09DAKAR1440",25,1440,329,4.376899696,5,
"Dakar",2009,12,"09DAKAR1559",31,1559,365,4.271232877,11,
"Dakar",2010,1,"10DAKAR80",21,80,21,3.80952381,3,0
"Dakar",2010,2,"10DAKAR286",22,286,53,5.396226415,5,
"Damascus",1985,2,"85DAMASCUS1314",26,1314,57,23.05263158,1,0
"Damascus",1985,5,"85DAMASCUS3204",22,3204,142,22.56338028,1,
"Damascus",1985,6,"85DAMASCUS4001",27,4001,178,22.47752809,2,
"Damascus",1985,12,"85DAMASCUS7872",18,7872,352,22.36363636,1,
"Damascus",1986,4,"86DAMASCUS2090",2,2090,92,22.7173913,1,0
"Damascus",1986,5,"86DAMASCUS3266",27,3266,147,22.21768707,1,
"Damascus",1986,6,"86DAMASCUS3747",20,3747,171,21.9122807,1,
"Damascus",1986,12,"86DAMASCUS7104",1,7104,335,21.20597015,1,
"Damascus",1987,3,"87DAMASCUS1746",27,1746,86,20.30232558,1,0
"Damascus",1987,6,"87DAMASCUS3087",10,3087,161,19.17391304,2,
"Damascus",1987,7,"87DAMASCUS3703",10,3703,191,19.38743455,1,
"Damascus",1988,3,"88DAMASCUS1795",28,1795,87,20.63218391,1,0
"Damascus",1989,3,"89DAMASCUS1763",24,1763,83,21.24096386,1,0
"Damascus",1990,5,"90DAMASCUS2993",14,2993,134,22.3358209,1,0
"Damascus",1990,8,"90DAMASCUS4736",2,4736,214,22.13084112,1,
"Damascus",1990,11,"90DAMASCUS7323",7,7323,311,23.54662379,1,
"Damascus",1992,12,"92DAMASCUS8839",4,8839,338,26.15088757,2,0
"Damascus",1994,2,"94DAMASCUS660",7,660,38,17.36842105,1,0
"Damascus",1994,12,"94DAMASCUS6308",19,6308,353,17.86968839,1,
"Damascus",1995,10,"95DAMASCUS5515",19,5515,292,18.8869863,1,0
"Damascus",1995,11,"95DAMASCUS5748",1,5748,305,18.84590164,1,
"Damascus",1996,9,"96DAMASCUS4911",24,4911,267,18.39325843,1,0
"Damascus",1997,5,"97DAMASCUS2809",21,2809,141,19.92198582,1,0
"Damascus",1999,1,"99DAMASCUS239",13,239,13,18.38461538,1,0
"Damascus",1999,5,"99DAMASCUS2528",24,2528,144,17.55555556,1,
"Damascus",1999,8,"99DAMASCUS4200",9,4200,221,19.00452489,1,
"Damascus",2000,6,"00DAMASCUS3050",17,3050,168,18.1547619,4,0
"Damascus",2001,7,"01DAMASCUS3036",9,3036,190,15.97894737,1,0
"Damascus",2002,2,"02DAMASCUS625",21,625,52,12.01923077,1,0
"Damascus",2002,5,"02DAMASCUS1761",9,1761,129,13.65116279,1,
"Damascus",2003,3,"03DAMASCUS1684",20,1684,79,21.3164557,1,0
"Damascus",2003,12,"03DAMASCUS6920",2,6920,336,20.5952381,1,
"Damascus",2004,8,"04DAMASCUS5065",25,5065,237,21.37130802,1,0
"Damascus",2004,12,"04DAMASCUS6857",14,6857,348,19.70402299,1,
"Damascus",2005,4,"05DAMASCUS2165",29,2165,119,18.19327731,1,0
"Damascus",2005,9,"05DAMASCUS5122",28,5122,271,18.900369,1,
"Damascus",2005,11,"05DAMASCUS6256",30,6256,334,18.73053892,44,
"Damascus",2005,12,"05DAMASCUS6697",29,6697,363,18.44903581,40,
"Damascus",2006,1,"06DAMASCUS338",30,338,30,11.26666667,44,6
"Damascus",2006,2,"06DAMASCUS810",28,810,59,13.72881356,49,
"Damascus",2006,3,"06DAMASCUS1433",30,1433,89,16.1011236,44,
"Damascus",2006,4,"06DAMASCUS1952",30,1952,120,16.26666667,40,
"Damascus",2006,5,"06DAMASCUS2487",31,2487,151,16.47019868,49,
"Damascus",2006,6,"06DAMASCUS3194",29,3194,180,17.74444444,46,
"Damascus",2006,7,"06DAMASCUS3744",31,3744,212,17.66037736,44,
"Damascus",2006,8,"06DAMASCUS4284",31,4284,243,17.62962963,46,
"Damascus",2006,9,"06DAMASCUS4679",26,4679,269,17.39405204,28,
"Damascus",2006,10,"06DAMASCUS5137",31,5137,304,16.89802632,23,
"Damascus",2006,11,"06DAMASCUS5346",29,5346,333,16.05405405,27,
"Damascus",2006,12,"06DAMASCUS5453",28,5453,362,15.06353591,31,
"Damascus",2007,1,"07DAMASCUS102",31,102,31,3.290322581,30,4
"Damascus",2007,2,"07DAMASCUS193",28,193,59,3.271186441,34,
"Damascus",2007,3,"07DAMASCUS320",29,320,88,3.636363636,43,
"Damascus",2007,4,"07DAMASCUS413",30,413,120,3.441666667,37,
"Damascus",2007,5,"07DAMASCUS526",31,526,151,3.483443709,47,
"Damascus",2007,6,"07DAMASCUS653",28,653,179,3.648044693,40,
"Damascus",2007,7,"07DAMASCUS778",31,778,212,3.669811321,34,
"Damascus",2007,8,"07DAMASCUS890",30,890,242,3.67768595,28,
"Damascus",2007,9,"07DAMASCUS975",27,975,270,3.611111111,16,
"Damascus",2007,10,"07DAMASCUS1056",30,1056,303,3.485148515,3,
"Damascus",2007,11,"07DAMASCUS1144",29,1144,333,3.435435435,8,
"Damascus",2007,12,"07DAMASCUS5",31,5,365,0.01369863,21,
"Damascus",2008,1,"08DAMASCUS73",31,73,31,2.35483871,15,6
"Damascus",2008,2,"08DAMASCUS149",28,149,59,2.525423729,10,
"Damascus",2008,3,"08DAMASCUS219",31,219,90,2.433333333,15,
"Damascus",2008,4,"08DAMASCUS292",28,292,118,2.474576271,19,
"Damascus",2008,5,"08DAMASCUS381",29,381,149,2.55704698,23,
"Damascus",2008,6,"08DAMASCUS461",30,461,181,2.546961326,16,
"Damascus",2008,7,"08DAMASCUS537",31,537,212,2.533018868,21,
"Damascus",2008,8,"08DAMASCUS610",27,610,239,2.552301255,10,
"Damascus",2008,9,"08DAMASCUS679",27,679,270,2.514814815,18,
"Damascus",2008,10,"08DAMASCUS766",31,766,304,2.519736842,24,
"Damascus",2008,11,"08DAMASCUS850",26,850,330,2.575757576,23,
"Damascus",2008,12,"08DAMASCUS920",31,920,365,2.520547945,21,
"Damascus",2009,1,"09DAMASCUS93",29,93,29,3.206896552,24,13
"Damascus",2009,2,"09DAMASCUS160",27,160,58,2.75862069,23,
"Damascus",2009,3,"09DAMASCUS228",26,228,85,2.682352941,28,
"Damascus",2009,4,"09DAMASCUS309",29,309,119,2.596638655,21,
"Damascus",2009,5,"09DAMASCUS377",29,377,149,2.530201342,21,
